sls_ord_num,prd_key,CID,sls_sales,sls_quantity,sls_price,GEN,cst_firstname,cst_lastname,cst_marital_status,CNTRY,prd_id,prd_nm,prd_cost,prd_line,ID,CAT,SUBCAT,MAINTENANCE,order_date,ship_date,due_date,birth_date,customer_creation_date,product_start_date,product_end_date,is_active_product,customer_age,order_to_ship_days,order_date_month,ship_date_month,due_date_month,birth_date_month,customer_creation_date_month,product_start_date_month,product_end_date_month
SO43780,BK-R93R-44,11599,3578.0,1,3578.0,FEMALE,Melody,Diaz,Single,FRANCE,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-18,2011-01-25,2011-01-30,1983-03-16,2025-10-08,2011-07-01,2007-12-28,False,42,7,January,January,January,March,October,July,December
SO43781,BK-R93R-48,16495,3578.0,1,3578.0,FEMALE,Monique,Ramos,Single,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-18,2011-01-25,2011-01-30,1960-02-05,2026-01-04,2011-07-01,2007-12-28,False,65,7,January,January,January,February,January,July,December
SO43782,BK-R93R-48,16516,3578.0,1,3578.0,MALE,Melvin,She,Married,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-18,2011-01-25,2011-01-30,1986-01-24,2026-01-04,2011-07-01,2007-12-28,False,39,7,January,January,January,January,January,July,December
SO43783,BK-R93R-48,16620,3578.0,1,3578.0,MALE,Cameron,Thompson,Married,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-18,2011-01-25,2011-01-30,1984-05-12,2026-01-04,2011-07-01,2007-12-28,False,41,7,January,January,January,May,January,July,December
SO43784,BK-R93R-62,27667,3578.0,1,3578.0,FEMALE,Jessica,Sanchez,Married,UNITED STATES,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1960-06-20,2026-01-25,2011-07-01,2007-12-28,False,64,7,January,January,January,June,January,July,December
SO43785,BK-R93R-44,11601,3578.0,1,3578.0,MALE,Ivan,Raman,Single,FRANCE,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1983-02-18,2025-10-08,2011-07-01,2007-12-28,False,42,7,January,January,January,February,October,July,December
SO43786,BK-R93R-44,11607,3578.0,1,3578.0,MALE,Clinton,Moreno,Single,FRANCE,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1986-05-05,2025-10-08,2011-07-01,2007-12-28,False,39,7,January,January,January,May,October,July,December
SO43787,BK-M82S-38,29385,3400.0,1,3400.0,MALE,Don,Lal,Single,GERMANY,344,Mountain-100 Silver- 38,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1968-09-01,2026-01-25,2011-07-01,2007-12-28,False,56,7,January,January,January,September,January,July,December
SO43788,BK-M82B-48,11239,3375.0,1,3375.0,FEMALE,Latoya,Goel,Married,UNITED KINGDOM,351,Mountain-100 Black- 48,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1969-10-02,2025-10-08,2011-07-01,2007-12-28,False,55,7,January,January,January,October,October,July,December
SO43789,BK-M82B-48,25865,3375.0,1,3375.0,MALE,Tristan,Butler,Married,UNITED STATES,351,Mountain-100 Black- 48,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1951-11-06,2026-01-14,2011-07-01,2007-12-28,False,73,7,January,January,January,November,January,July,December
SO43790,BK-M82S-38,25857,3400.0,1,3400.0,FEMALE,Abigail,Perry,Single,UNITED STATES,344,Mountain-100 Silver- 38,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1950-03-05,2026-01-14,2011-07-01,2007-12-28,False,75,7,January,January,January,March,January,July,December
SO43791,BK-R93R-56,16484,3578.0,1,3578.0,MALE,Dustin,Lal,Married,AUSTRALIA,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1955-08-07,2026-01-04,2011-07-01,2007-12-28,False,69,7,January,January,January,August,January,July,December
SO43792,BK-R93R-48,16623,3578.0,1,3578.0,MALE,Andres,Lal,Single,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1979-03-04,2026-01-04,2011-07-01,2007-12-28,False,46,7,January,January,January,March,January,July,December
SO43793,BK-M82S-38,11000,3400.0,1,3400.0,MALE, Jon,Yang ,Married,AUSTRALIA,344,Mountain-100 Silver- 38,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1971-10-06,2025-10-06,2011-07-01,2007-12-28,False,53,7,January,January,January,October,October,July,December
SO43794,BK-M82S-48,11029,3400.0,1,3400.0,FEMALE,Jimmy,Moreno,Married,AUSTRALIA,347,Mountain-100 Silver- 48,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-19,2011-01-26,2011-01-31,1952-06-19,2025-10-07,2011-07-01,2007-12-28,False,72,7,January,January,January,June,October,July,December
SO43795,BK-R93R-48,27615,3578.0,1,3578.0,FEMALE,Maria,Henderson,Married,UNITED STATES,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-20,2011-01-27,2011-02-01,1970-09-30,2026-01-20,2011-07-01,2007-12-28,False,54,7,January,January,February,September,January,July,December
SO43796,BK-R50B-52,17956,699.0,1,699.0,MALE,Jaime,Gomez,Single,FRANCE,342,Road-650 Black- 52,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-20,2011-01-27,2011-02-01,1981-09-23,2026-01-04,2011-07-01,2007-12-28,False,43,7,January,January,February,September,January,July,December
SO43797,BK-R93R-48,16345,3578.0,1,3578.0,MALE,Francis,Ramos,Married,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-20,2011-01-27,2011-02-01,1959-04-23,2026-01-04,2011-07-01,2007-12-28,False,66,7,January,January,February,April,January,July,December
SO43798,BK-R93R-62,16521,3578.0,1,3578.0,FEMALE,Tonya,She,Single,AUSTRALIA,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-20,2011-01-27,2011-02-01,1985-02-07,2026-01-04,2011-07-01,2007-12-28,False,40,7,January,January,February,February,January,July,December
SO43799,BK-R93R-48,16636,3578.0,1,3578.0,MALE,Danny,Gomez,Married,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-20,2011-01-27,2011-02-01,1976-02-23,2026-01-04,2011-07-01,2007-12-28,False,49,7,January,January,February,February,January,July,December
SO43801,BK-R93R-44,13583,3578.0,1,3578.0,MALE,Blake,Butler,Single,UNITED KINGDOM,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-21,2011-01-28,2011-02-02,1960-05-11,2025-10-12,2011-07-01,2007-12-28,False,65,7,January,January,February,May,October,July,December
SO43802,BK-R93R-48,11593,3578.0,1,3578.0,MALE,Armando,Moreno,Single,FRANCE,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-21,2011-01-28,2011-02-02,1982-09-22,2025-10-08,2011-07-01,2007-12-28,False,42,7,January,January,February,September,October,July,December
SO43804,BK-R93R-62,13585,3578.0,1,3578.0,FEMALE,Savannah,Morris,Married,UNITED KINGDOM,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-22,2011-01-29,2011-02-03,1964-05-13,2025-10-12,2011-07-01,2007-12-28,False,61,7,January,January,February,May,October,July,December
SO43805,BK-R50R-48,14510,699.0,1,699.0,MALE,Samuel,Hernandez,Single,USA,328,Road-650 Red- 48,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-22,2011-01-29,2011-02-03,1973-08-17,2025-10-12,2011-07-01,2007-12-28,False,51,7,January,January,February,August,October,July,December
SO43806,BK-R93R-48,16523,3578.0,1,3578.0,FEMALE,Sandra,Huang,Married,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-22,2011-01-29,2011-02-03,1984-07-10,2026-01-04,2011-07-01,2007-12-28,False,40,7,January,January,February,July,January,July,December
SO43807,BK-R93R-48,11611,3578.0,1,3578.0,MALE,Ernest,Lin,Married,FRANCE,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-23,2011-01-30,2011-02-04,1985-02-23,2025-10-08,2011-07-01,2007-12-28,False,40,7,January,January,February,February,October,July,December
SO43808,BK-R93R-52,13259,3578.0,1,3578.0,MALE,Allen,Garcia,Married,DE,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-23,2011-01-30,2011-02-04,1963-05-07,2025-10-12,2011-07-01,2007-12-28,False,62,7,January,January,February,May,October,July,December
SO43809,BK-R93R-62,16350,3578.0,1,3578.0,MALE,Fernando,Thompson,Single,AUSTRALIA,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-23,2011-01-30,2011-02-04,1965-02-10,2026-01-04,2011-07-01,2007-12-28,False,60,7,January,January,February,February,January,July,December
SO43810,BK-M82S-42,11004,3400.0,1,3400.0,FEMALE, Elizabeth,Johnson,Single,AUSTRALIA,345,Mountain-100 Silver- 42,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-23,2011-01-30,2011-02-04,1979-08-05,2025-10-06,2011-07-01,2007-12-28,False,45,7,January,January,February,August,October,July,December
SO43811,BK-M82S-44,11026,3400.0,1,3400.0,FEMALE,Harold,Sai,Single,AUSTRALIA,346,Mountain-100 Silver- 44,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-23,2011-01-30,2011-02-04,1951-10-01,2025-10-07,2011-07-01,2007-12-28,False,73,7,January,January,February,October,October,July,December
SO43812,BK-R93R-48,27662,3578.0,1,3578.0,FEMALE,Bianca,Zheng,Single,UNITED STATES,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-24,2011-01-31,2011-02-05,1965-12-13,2026-01-25,2011-07-01,2007-12-28,False,59,7,January,January,February,December,January,July,December
SO43813,BK-M82B-44,28390,3375.0,1,3375.0,MALE,Frederick,Suri,Single,FRANCE,350,Mountain-100 Black- 44,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-24,2011-01-31,2011-02-05,1969-09-30,2026-01-25,2011-07-01,2007-12-28,False,55,7,January,January,February,September,January,July,December
SO43814,BK-M82B-44,25866,3375.0,1,3375.0,MALE,Tristan,Perry,Married,UNITED STATES,350,Mountain-100 Black- 44,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-24,2011-01-31,2011-02-05,1952-05-09,2026-01-14,2011-07-01,2007-12-28,False,73,7,January,January,February,May,January,July,December
SO43815,BK-R93R-44,16494,3578.0,1,3578.0,FEMALE,Jordyn,Simmons,Single,AUSTRALIA,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-24,2011-01-31,2011-02-05,1965-11-21,2026-01-04,2011-07-01,2007-12-28,False,59,7,January,January,February,November,January,July,December
SO43816,BK-R93R-56,16496,3578.0,1,3578.0,FEMALE,Dawn,Tang,Single,AUSTRALIA,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-24,2011-01-31,2011-02-05,1965-05-14,2026-01-04,2011-07-01,2007-12-28,False,60,7,January,January,February,May,January,July,December
SO43817,BK-R93R-62,16519,3578.0,1,3578.0,FEMALE,Yolanda,Chander,Single,AUSTRALIA,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-24,2011-01-31,2011-02-05,1982-02-11,2026-01-04,2011-07-01,2007-12-28,False,43,7,January,January,February,February,January,July,December
SO43818,BK-R93R-48,16528,3578.0,1,3578.0,FEMALE,Dominique,Garcia,Single,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-24,2011-01-31,2011-02-05,1984-02-22,2026-01-04,2011-07-01,2007-12-28,False,41,7,January,January,February,February,January,July,December
SO43819,BK-M82S-44,11006,3400.0,1,3400.0,FEMALE,Janet,Alvarez,Single,AUSTRALIA,346,Mountain-100 Silver- 44,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-24,2011-01-31,2011-02-05,1976-12-02,2025-10-06,2011-07-01,2007-12-28,False,48,7,January,January,February,December,October,July,December
SO43820,BK-R93R-48,27651,3578.0,1,3578.0,MALE,Jeremy,Murphy,Married,UNITED STATES,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-25,2011-02-01,2011-02-06,1961-05-05,2026-01-25,2011-07-01,2007-12-28,False,64,7,January,February,February,May,January,July,December
SO43821,BK-R93R-62,27663,3578.0,1,3578.0,MALE,Aaron,Collins,Single,UNITED STATES,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-25,2011-02-01,2011-02-06,1971-09-21,2026-01-25,2011-07-01,2007-12-28,False,53,7,January,February,February,September,January,July,December
SO43822,BK-R93R-52,27669,3578.0,1,3578.0,FEMALE,Katelyn,Allen,Married,UNITED STATES,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-25,2011-02-01,2011-02-06,1970-05-20,2026-01-25,2011-07-01,2007-12-28,False,55,7,January,February,February,May,January,July,December
SO43823,BK-R50B-52,19942,699.0,1,699.0,MALE,Armando,Navarro,Single,UNITED KINGDOM,342,Road-650 Black- 52,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-25,2011-02-01,2011-02-06,1960-08-04,2026-01-05,2011-07-01,2007-12-28,False,64,7,January,February,February,August,January,July,December
SO43824,BK-R50B-44,14558,699.0,1,699.0,FEMALE,Marcel,Truempy,Married,USA,338,Road-650 Black- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-25,2011-02-01,2011-02-06,1981-11-08,2025-10-12,2011-07-01,2007-12-28,False,43,7,January,February,February,November,October,July,December
SO43825,BK-R93R-52,16349,3578.0,1,3578.0,MALE,Levi,Sai,Single,AUSTRALIA,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-25,2011-02-01,2011-02-06,1959-10-13,2026-01-04,2011-07-01,2007-12-28,False,65,7,January,February,February,October,January,July,December
SO43826,BK-M82B-38,11008,3375.0,1,3375.0,FEMALE,Rob,Verhoff,Single,AUSTRALIA,348,Mountain-100 Black- 38,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-25,2011-02-01,2011-02-06,1975-07-04,2025-10-06,2011-07-01,2007-12-28,False,49,7,January,February,February,July,October,July,December
SO43827,BK-R50B-44,25250,699.0,1,699.0,MALE,Anthony,Walker,Single,AUSTRALIA,338,Road-650 Black- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-25,2011-02-01,2011-02-06,1962-10-09,2026-01-05,2011-07-01,2007-12-28,False,62,7,January,February,February,October,January,July,December
SO43828,BK-R93R-62,27605,3578.0,1,3578.0,MALE,Miguel,Martinez,Married,UNITED STATES,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-26,2011-02-02,2011-02-07,1973-07-18,2026-01-14,2011-07-01,2007-12-28,False,51,7,January,February,February,July,January,July,December
SO43829,BK-R93R-62,27611,3578.0,1,3578.0,MALE,Jack,Edwards,Married,UNITED STATES,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-26,2011-02-02,2011-02-07,1962-06-02,2026-01-16,2011-07-01,2007-12-28,False,63,7,January,February,February,June,January,July,December
SO43830,BK-R93R-44,16347,3578.0,1,3578.0,MALE,Raul,Sharma,Married,AUSTRALIA,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-26,2011-02-02,2011-02-07,1958-12-01,2026-01-04,2011-07-01,2007-12-28,False,66,7,January,February,February,December,January,July,December
SO43831,BK-M82B-42,11028,3375.0,1,3375.0,FEMALE,Jill,Jimenez,Married,AUSTRALIA,349,Mountain-100 Black- 42,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-26,2011-02-02,2011-02-07,1951-10-09,2025-10-07,2011-07-01,2007-12-28,False,73,7,January,February,February,October,October,July,December
SO43832,BK-R93R-62,13584,3578.0,1,3578.0,MALE,Isaiah,Cox,Single,UNITED KINGDOM,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-26,2011-02-02,2011-02-07,1964-08-13,2025-10-12,2011-07-01,2007-12-28,False,60,7,January,February,February,August,October,July,December
SO43834,BK-M82B-38,28393,3375.0,1,3375.0,MALE,Ramon,Zheng,Single,FRANCE,348,Mountain-100 Black- 38,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-27,2011-02-03,2011-02-08,1972-01-04,2026-01-25,2011-07-01,2007-12-28,False,53,7,January,February,February,January,January,July,December
SO43835,BK-M82B-38,19802,3375.0,1,3375.0,FEMALE,Sara,James,Single,CANADA,348,Mountain-100 Black- 38,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-27,2011-02-03,2011-02-08,1980-01-10,2026-01-05,2011-07-01,2007-12-28,False,45,7,January,February,February,January,January,July,December
SO43836,BK-R50R-62,26620,699.0,1,699.0,FEMALE,Isabella,Green,Single,CANADA,324,Road-650 Red- 62,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-27,2011-02-03,2011-02-08,1978-05-17,2026-01-14,2011-07-01,2007-12-28,False,47,7,January,February,February,May,January,July,December
SO43837,BK-M82B-44,11009,3375.0,1,3375.0,MALE,Shannon,Carlson,Single,AUSTRALIA,350,Mountain-100 Black- 44,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-27,2011-02-03,2011-02-08,1969-09-29,2025-10-06,2011-07-01,2007-12-28,False,55,7,January,February,February,September,October,July,December
SO43838,BK-R93R-52,27641,3578.0,1,3578.0,FEMALE,Miranda,Alexander,Single,UNITED STATES,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-28,2011-02-04,2011-02-09,1967-11-07,2026-01-25,2011-07-01,2007-12-28,False,57,7,January,February,February,November,January,July,December
SO43839,BK-R93R-44,27673,3578.0,1,3578.0,FEMALE,Jennifer,Young,Single,UNITED STATES,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-28,2011-02-04,2011-02-09,1958-11-20,2026-01-25,2011-07-01,2007-12-28,False,66,7,January,February,February,November,January,July,December
SO43840,BK-R50R-44,17957,699.0,1,699.0,FEMALE,Misty,Yuan,Single,FRANCE,326,Road-650 Red- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-28,2011-02-04,2011-02-09,1976-03-21,2026-01-04,2011-07-01,2007-12-28,False,49,7,January,February,February,March,January,July,December
SO43841,BK-R93R-56,13406,3578.0,1,3578.0,MALE,Craig,Jiménez,Married,DE,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-28,2011-02-04,2011-02-09,1962-07-05,2025-10-12,2011-07-01,2007-12-28,False,62,7,January,February,February,July,October,July,December
SO43842,BK-R93R-48,16630,3578.0,1,3578.0,MALE,Jaime,Sutton,Married,AUSTRALIA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-28,2011-02-04,2011-02-09,1978-01-08,2026-01-04,2011-07-01,2007-12-28,False,47,7,January,February,February,January,January,July,December
SO43918,BK-R93R-52,22041,3578.0,1,3578.0,FEMALE,Paige,Morris,Single,CANADA,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-29,2011-02-05,2011-02-10,1978-10-31,2026-01-05,2011-07-01,2007-12-28,False,46,7,January,February,February,October,January,July,December
SO43919,BK-R93R-56,12124,3578.0,1,3578.0,FEMALE,Brandi,Gill,Single,FRANCE,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-29,2011-02-05,2011-02-10,1962-08-08,2025-10-08,2011-07-01,2007-12-28,False,62,7,January,February,February,August,October,July,December
SO43920,BK-R93R-52,28066,3578.0,1,3578.0,MALE,Justin,Taylor,Married,UNITED STATES,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-29,2011-02-05,2011-02-10,1980-04-12,2026-01-25,2011-07-01,2007-12-28,False,45,7,January,February,February,April,January,July,December
SO43921,BK-R93R-52,16743,3578.0,1,3578.0,FEMALE,Ariana,Stewart,Married,AUSTRALIA,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-29,2011-02-05,2011-02-10,1947-11-17,2026-01-04,2011-07-01,2007-12-28,False,77,7,January,February,February,November,January,July,December
SO43922,BK-R93R-62,13546,3578.0,1,3578.0,MALE,Mitchell,Jai,Married,DE,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-29,2011-02-05,2011-02-10,1976-01-19,2025-10-12,2011-07-01,2007-12-28,False,49,7,January,February,February,January,October,July,December
SO43923,BK-R93R-48,28018,3578.0,1,3578.0,FEMALE,Rachel,Foster,Single,UNITED STATES,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-30,2011-02-06,2011-02-11,1956-03-17,2026-01-25,2011-07-01,2007-12-28,False,69,7,January,February,February,March,January,July,December
SO43924,BK-R93R-62,12132,3578.0,1,3578.0,FEMALE,Kaitlyn,Henderson,Married,FRANCE,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-30,2011-02-06,2011-02-11,1961-05-18,2025-10-08,2011-07-01,2007-12-28,False,64,7,January,February,February,May,October,July,December
SO43925,BK-R93R-56,16661,3578.0,1,3578.0,MALE,Shane,Raman,Single,AUSTRALIA,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-30,2011-02-06,2011-02-11,1961-10-13,2026-01-04,2011-07-01,2007-12-28,False,63,7,January,February,February,October,January,July,December
SO43926,BK-M82B-48,11055,3375.0,1,3375.0,M,Gilbert,Raje,Married,AUSTRALIA,351,Mountain-100 Black- 48,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-01-31,2011-02-07,2011-02-12,1957-09-02,2025-10-07,2011-07-01,2007-12-28,False,67,7,January,February,February,September,October,July,December
SO43927,BK-R93R-56,16662,3578.0,1,3578.0,FEMALE,Stacey,Gao,Single,AUSTRALIA,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-31,2011-02-07,2011-02-12,1962-09-05,2026-01-04,2011-07-01,2007-12-28,False,62,7,January,February,February,September,January,July,December
SO43928,BK-R93R-52,16740,3578.0,1,3578.0,MALE,Elijah,Li,Married,AUSTRALIA,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-31,2011-02-07,2011-02-12,1946-04-25,2026-01-04,2011-07-01,2007-12-28,False,79,7,January,February,February,April,January,July,December
SO43929,BK-R50R-60,25270,699.0,1,699.0,FEMALE,Gloria,Diaz,Married,AUSTRALIA,322,Road-650 Red- 60,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-01-31,2011-02-07,2011-02-12,1949-03-02,2026-01-05,2011-07-01,2007-12-28,False,76,7,January,February,February,March,January,July,December
SO43930,BK-R93R-48,28038,3578.0,1,3578.0,MALE,Philip,Gomez,Married,UNITED STATES,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-02-01,2011-02-08,2011-02-13,1953-08-19,2026-01-25,2011-07-01,2007-12-28,False,71,7,February,February,February,August,January,July,December
SO43931,BK-R93R-52,13548,3578.0,1,3578.0,FEMALE,Bridget,Jai,Married,DE,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-02-01,2011-02-08,2011-02-13,1976-03-25,2025-10-12,2011-07-01,2007-12-28,False,49,7,February,February,February,March,October,July,December
SO43932,BK-R93R-56,16741,3578.0,1,3578.0,MALE,Alan,Xu,Married,AUSTRALIA,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-02-01,2011-02-08,2011-02-13,1946-03-07,2026-01-04,2011-07-01,2007-12-28,False,79,7,February,February,February,March,January,July,December
SO43933,BK-M82S-48,11031,3400.0,1,3400.0,FEMALE,Theresa,Ramos,Married,AUSTRALIA,347,Mountain-100 Silver- 48,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-02-01,2011-02-08,2011-02-13,1953-02-18,2025-10-07,2011-07-01,2007-12-28,False,72,7,February,February,February,February,October,July,December
SO43934,BK-M82S-44,11034,3400.0,1,3400.0,FEMALE,Ebony,Gonzalez,Married,AUSTRALIA,346,Mountain-100 Silver- 44,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-02-01,2011-02-08,2011-02-13,1952-12-16,2025-10-07,2011-07-01,2007-12-28,False,72,7,February,February,February,December,October,July,December
SO43935,BK-R50B-60,20048,699.0,1,699.0,FEMALE,Virginia,Srini,Single,UNITED KINGDOM,334,Road-650 Black- 60,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-02-02,2011-02-09,2011-02-14,1978-01-02,2026-01-05,2011-07-01,2007-12-28,False,47,7,February,February,February,January,January,July,December
